Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Diet_Type,Fitness_Goal,BMI_Category,Target_Label
19,Male,172.2,53.1,17.91,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
23,Female,159.8,77.3,30.27,low,vegetarian,gain,Obese,gain_Obese
42,Male,152.8,80.7,34.56,medium,vegan,gain,Obese,gain_Obese
54,Male,162.6,64.4,24.36,medium,non-vegetarian,gain,Normal,gain_Normal
27,Female,172.1,76.7,25.9,medium,vegetarian,maintain,Overweight,maintain_Overweight
54,Male,161.4,87.4,33.55,low,vegan,lose,Obese,lose_Obese
19,Female,154.2,79.2,33.31,medium,non-vegetarian,lose,Obese,lose_Obese
55,Female,170.9,65.4,22.39,high,non-vegetarian,lose,Normal,lose_Normal
40,Male,168.3,51.2,18.08,low,vegan,gain,Underweight,gain_Underweight
33,Female,174.2,67.2,22.14,medium,vegan,lose,Normal,lose_Normal
34,Female,159.8,85.7,33.56,medium,vegan,maintain,Obese,maintain_Obese
28,Female,158.0,48.9,19.59,medium,vegetarian,maintain,Normal,maintain_Normal
27,Male,149.4,79.1,35.44,low,vegan,gain,Obese,gain_Obese
49,Female,152.2,96.3,41.57,high,vegan,gain,Obese,gain_Obese
19,Female,144.2,95.4,45.88,high,vegetarian,lose,Obese,lose_Obese
55,Male,167.1,68.5,24.53,high,non-vegetarian,maintain,Normal,maintain_Normal
48,Female,159.6,76.0,29.84,medium,vegan,maintain,Overweight,maintain_Overweight
43,Female,164.6,86.5,31.93,low,vegetarian,lose,Obese,lose_Obese
30,Male,166.1,72.3,26.21,high,vegetarian,gain,Overweight,gain_Overweight
19,Male,161.4,69.1,26.53,high,vegetarian,lose,Overweight,lose_Overweight
54,Female,168.1,44.3,15.68,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
46,Female,151.5,81.1,35.33,high,vegetarian,lose,Obese,lose_Obese
53,Female,166.7,67.2,24.18,medium,non-vegetarian,lose,Normal,lose_Normal
55,Female,165.2,75.2,27.55,high,vegan,lose,Overweight,lose_Overweight
53,Male,159.6,58.3,22.89,high,non-vegetarian,maintain,Normal,maintain_Normal
19,Male,167.0,55.3,19.83,medium,vegetarian,gain,Normal,gain_Normal
49,Female,169.1,44.5,15.56,high,vegetarian,lose,Underweight,lose_Underweight
30,Female,175.3,77.1,25.09,high,vegan,maintain,Overweight,maintain_Overweight
21,Female,167.6,84.7,30.15,low,non-vegetarian,maintain,Obese,maintain_Obese
54,Female,181.7,85.2,25.81,low,vegan,lose,Overweight,lose_Overweight
31,Female,146.6,50.8,23.64,low,vegan,gain,Normal,gain_Normal
32,Male,158.8,70.4,27.92,low,vegan,gain,Overweight,gain_Overweight
29,Male,170.2,59.1,20.4,low,non-vegetarian,gain,Normal,gain_Normal
21,Female,166.9,58.7,21.07,medium,non-vegetarian,gain,Normal,gain_Normal
19,Male,158.9,48.9,19.37,high,vegetarian,maintain,Normal,maintain_Normal
30,Male,155.8,49.7,20.47,medium,non-vegetarian,gain,Normal,gain_Normal
40,Male,155.2,85.8,35.62,low,vegan,maintain,Obese,maintain_Obese
29,Male,155.5,109.5,45.28,medium,non-vegetarian,lose,Obese,lose_Obese
42,Female,169.9,72.8,25.22,low,vegan,lose,Overweight,lose_Overweight
58,Female,156.4,80.5,32.91,high,vegetarian,gain,Obese,gain_Obese
54,Female,159.2,71.8,28.33,medium,vegetarian,gain,Overweight,gain_Overweight
38,Female,190.6,68.6,18.88,low,non-vegetarian,gain,Normal,gain_Normal
33,Male,176.5,59.5,19.1,low,non-vegetarian,lose,Normal,lose_Normal
36,Male,164.7,96.6,35.61,medium,vegetarian,gain,Obese,gain_Obese
28,Male,158.7,97.2,38.59,high,non-vegetarian,gain,Obese,gain_Obese
38,Female,172.1,61.6,20.8,medium,vegetarian,gain,Normal,gain_Normal
34,Male,171.3,84.6,28.83,medium,vegan,gain,Overweight,gain_Overweight
25,Male,171.2,46.4,15.83,high,vegan,gain,Underweight,gain_Underweight
39,Female,157.7,66.3,26.66,medium,non-vegetarian,lose,Overweight,lose_Overweight
53,Male,164.3,79.3,29.38,high,vegan,gain,Overweight,gain_Overweight
19,Male,166.8,50.0,17.97,low,non-vegetarian,lose,Underweight,lose_Underweight
54,Male,168.8,79.2,27.8,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
58,Male,170.6,86.2,29.62,high,non-vegetarian,maintain,Overweight,maintain_Overweight
41,Male,173.3,76.9,25.61,high,vegan,lose,Overweight,lose_Overweight
58,Female,164.3,45.1,16.71,high,vegan,maintain,Underweight,maintain_Underweight
24,Female,169.3,73.1,25.5,high,non-vegetarian,lose,Overweight,lose_Overweight
25,Male,167.7,50.8,18.06,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
28,Male,154.2,85.8,36.08,medium,vegan,gain,Obese,gain_Obese
43,Female,164.6,80.2,29.6,high,non-vegetarian,gain,Overweight,gain_Overweight
49,Male,165.3,70.4,25.76,medium,vegetarian,gain,Overweight,gain_Overweight
59,Female,174.4,62.3,20.48,medium,non-vegetarian,gain,Normal,gain_Normal
25,Female,166.0,63.1,22.9,low,vegan,maintain,Normal,maintain_Normal
20,Male,160.7,65.4,25.32,medium,vegan,gain,Overweight,gain_Overweight
21,Male,167.2,62.8,22.46,low,non-vegetarian,gain,Normal,gain_Normal
21,Female,177.6,56.6,17.94,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
24,Female,163.1,63.4,23.83,low,vegan,lose,Normal,lose_Normal
22,Male,179.5,72.9,22.63,medium,non-vegetarian,gain,Normal,gain_Normal
55,Male,175.3,47.7,15.52,high,vegetarian,lose,Underweight,lose_Underweight
37,Male,167.7,83.3,29.62,low,vegetarian,maintain,Overweight,maintain_Overweight
32,Male,165.8,86.0,31.28,medium,vegetarian,lose,Obese,lose_Obese
41,Male,159.8,91.1,35.68,low,vegan,maintain,Obese,maintain_Obese
37,Male,188.0,64.6,18.28,medium,non-vegetarian,gain,Underweight,gain_Underweight
46,Male,160.5,91.8,35.64,low,non-vegetarian,lose,Obese,lose_Obese
40,Female,180.8,62.2,19.03,medium,vegetarian,lose,Normal,lose_Normal
46,Male,160.8,65.8,25.45,low,vegan,maintain,Overweight,maintain_Overweight
49,Male,151.6,56.2,24.45,high,vegetarian,maintain,Normal,maintain_Normal
21,Female,155.0,58.5,24.35,low,vegetarian,gain,Normal,gain_Normal
36,Male,164.7,73.5,27.1,low,vegetarian,maintain,Overweight,maintain_Overweight
52,Male,180.5,55.0,16.88,high,vegetarian,lose,Underweight,lose_Underweight
31,Female,174.8,66.8,21.86,low,vegetarian,maintain,Normal,maintain_Normal
43,Female,164.5,80.1,29.6,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
25,Male,153.8,75.7,32.0,medium,non-vegetarian,gain,Obese,gain_Obese
51,Male,166.7,77.4,27.85,high,vegetarian,gain,Overweight,gain_Overweight
41,Male,167.9,106.8,37.89,high,vegetarian,gain,Obese,gain_Obese
37,Male,158.6,62.0,24.65,medium,vegan,maintain,Normal,maintain_Normal
50,Female,158.8,61.7,24.47,high,non-vegetarian,gain,Normal,gain_Normal
52,Female,158.6,87.8,34.91,low,vegetarian,gain,Obese,gain_Obese
57,Male,179.2,61.4,19.12,high,non-vegetarian,maintain,Normal,maintain_Normal
55,Female,156.7,77.1,31.4,low,vegan,gain,Obese,gain_Obese
54,Female,159.5,79.5,31.25,medium,vegan,lose,Obese,lose_Obese
29,Male,167.0,47.3,16.96,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
52,Female,180.5,96.9,29.74,high,non-vegetarian,maintain,Overweight,maintain_Overweight
53,Male,158.9,64.2,25.43,low,vegan,maintain,Overweight,maintain_Overweight
37,Female,167.9,75.0,26.6,low,non-vegetarian,gain,Overweight,gain_Overweight
43,Female,171.6,100.2,34.03,medium,vegan,lose,Obese,lose_Obese
19,Male,163.2,58.0,21.78,high,vegetarian,gain,Normal,gain_Normal
24,Female,151.2,59.0,25.81,medium,vegetarian,lose,Overweight,lose_Overweight
43,Female,164.7,96.9,35.72,high,vegetarian,lose,Obese,lose_Obese
28,Male,159.8,73.4,28.74,low,non-vegetarian,gain,Overweight,gain_Overweight
36,Male,164.8,87.8,32.33,high,non-vegetarian,gain,Obese,gain_Obese
26,Male,190.3,62.0,17.12,low,vegetarian,maintain,Underweight,maintain_Underweight
36,Male,160.1,85.7,33.43,low,vegan,lose,Obese,lose_Obese
42,Female,171.8,97.7,33.1,low,non-vegetarian,gain,Obese,gain_Obese
56,Female,170.8,64.6,22.14,medium,non-vegetarian,gain,Normal,gain_Normal
43,Female,170.9,86.6,29.65,medium,vegan,gain,Overweight,gain_Overweight
37,Male,173.2,77.6,25.87,high,non-vegetarian,gain,Overweight,gain_Overweight
56,Female,175.7,87.5,28.34,low,vegan,lose,Overweight,lose_Overweight
41,Male,178.8,79.7,24.93,medium,vegan,gain,Normal,gain_Normal
35,Male,163.3,72.2,27.07,medium,vegan,maintain,Overweight,maintain_Overweight
50,Female,177.1,57.7,18.4,medium,vegan,maintain,Underweight,maintain_Underweight
47,Female,168.7,64.1,22.52,high,vegetarian,lose,Normal,lose_Normal
24,Female,165.3,89.2,32.65,high,vegetarian,maintain,Obese,maintain_Obese
18,Male,166.9,70.7,25.38,low,vegetarian,maintain,Overweight,maintain_Overweight
28,Male,151.4,81.2,35.42,low,non-vegetarian,gain,Obese,gain_Obese
33,Male,171.5,102.4,34.82,medium,vegetarian,gain,Obese,gain_Obese
56,Female,161.9,73.3,27.96,high,non-vegetarian,maintain,Overweight,maintain_Overweight
57,Male,167.5,93.7,33.4,high,non-vegetarian,maintain,Obese,maintain_Obese
37,Male,164.0,74.2,27.59,medium,vegetarian,maintain,Overweight,maintain_Overweight
54,Male,171.1,72.8,24.87,low,non-vegetarian,maintain,Normal,maintain_Normal
21,Male,160.5,72.9,28.3,low,vegetarian,lose,Overweight,lose_Overweight
19,Male,175.7,54.6,17.69,low,non-vegetarian,gain,Underweight,gain_Underweight
43,Female,166.3,59.5,21.51,low,non-vegetarian,gain,Normal,gain_Normal
22,Female,177.0,47.2,15.07,low,vegan,maintain,Underweight,maintain_Underweight
32,Male,159.4,75.7,29.79,low,vegetarian,maintain,Overweight,maintain_Overweight
44,Male,180.7,69.0,21.13,low,non-vegetarian,lose,Normal,lose_Normal
56,Female,159.4,98.2,38.65,low,vegan,gain,Obese,gain_Obese
47,Male,150.5,37.0,16.34,low,vegetarian,maintain,Underweight,maintain_Underweight
53,Male,169.4,62.5,21.78,medium,non-vegetarian,maintain,Normal,maintain_Normal
54,Male,154.8,80.6,33.64,low,vegetarian,lose,Obese,lose_Obese
37,Female,167.4,61.5,21.95,low,non-vegetarian,gain,Normal,gain_Normal
47,Male,152.2,83.1,35.87,high,vegan,gain,Obese,gain_Obese
41,Male,171.5,68.5,23.29,medium,vegetarian,maintain,Normal,maintain_Normal
50,Female,183.5,53.9,16.01,low,vegan,lose,Underweight,lose_Underweight
40,Male,149.7,59.6,26.6,medium,non-vegetarian,lose,Overweight,lose_Overweight
48,Male,164.5,73.7,27.24,medium,non-vegetarian,lose,Overweight,lose_Overweight
33,Male,162.6,75.3,28.48,high,vegan,gain,Overweight,gain_Overweight
45,Female,152.5,91.7,39.43,high,vegan,maintain,Obese,maintain_Obese
22,Male,164.2,86.8,32.19,low,vegetarian,maintain,Obese,maintain_Obese
36,Female,168.4,76.9,27.12,high,vegetarian,lose,Overweight,lose_Overweight
48,Male,170.7,76.7,26.32,low,non-vegetarian,lose,Overweight,lose_Overweight
26,Female,171.4,89.9,30.6,high,vegetarian,lose,Obese,lose_Obese
50,Female,167.0,80.6,28.9,high,non-vegetarian,gain,Overweight,gain_Overweight
19,Female,164.1,91.6,34.02,medium,vegetarian,gain,Obese,gain_Obese
46,Female,158.2,97.0,38.76,high,vegetarian,lose,Obese,lose_Obese
58,Male,164.6,48.5,17.9,high,non-vegetarian,gain,Underweight,gain_Underweight
59,Female,166.3,59.8,21.62,high,non-vegetarian,maintain,Normal,maintain_Normal
45,Male,173.4,60.2,20.02,low,vegan,lose,Normal,lose_Normal
23,Female,160.5,41.7,16.19,high,vegetarian,gain,Underweight,gain_Underweight
54,Female,160.5,33.6,13.04,low,vegetarian,gain,Underweight,gain_Underweight
25,Male,149.2,81.4,36.57,low,non-vegetarian,maintain,Obese,maintain_Obese
21,Male,172.9,76.4,25.56,medium,vegetarian,lose,Overweight,lose_Overweight
57,Female,155.3,69.3,28.73,low,vegan,gain,Overweight,gain_Overweight
21,Male,165.0,52.6,19.32,medium,vegan,lose,Normal,lose_Normal
46,Male,180.0,83.2,25.68,medium,vegan,lose,Overweight,lose_Overweight
29,Male,162.8,70.4,26.56,high,vegetarian,maintain,Overweight,maintain_Overweight
28,Male,167.1,39.4,14.11,medium,vegan,maintain,Underweight,maintain_Underweight
58,Male,162.5,59.8,22.65,medium,non-vegetarian,gain,Normal,gain_Normal
23,Female,155.0,65.8,27.39,low,vegan,maintain,Overweight,maintain_Overweight
43,Male,183.0,79.6,23.77,high,vegan,lose,Normal,lose_Normal
56,Male,159.3,78.6,30.97,medium,non-vegetarian,lose,Obese,lose_Obese
43,Male,179.0,83.9,26.19,low,vegetarian,maintain,Overweight,maintain_Overweight
35,Male,165.6,60.3,21.99,low,non-vegetarian,lose,Normal,lose_Normal
23,Male,172.0,75.9,25.66,medium,non-vegetarian,gain,Overweight,gain_Overweight
51,Female,174.0,79.5,26.26,high,vegan,maintain,Overweight,maintain_Overweight
55,Female,175.5,62.0,20.13,low,non-vegetarian,lose,Normal,lose_Normal
49,Male,178.2,73.0,22.99,low,vegetarian,lose,Normal,lose_Normal
35,Male,185.8,59.7,17.29,medium,non-vegetarian,gain,Underweight,gain_Underweight
23,Female,182.4,73.0,21.94,medium,non-vegetarian,lose,Normal,lose_Normal
52,Female,158.5,62.7,24.96,low,non-vegetarian,lose,Normal,lose_Normal
27,Male,161.8,76.4,29.18,high,vegan,maintain,Overweight,maintain_Overweight
27,Female,170.2,61.4,21.2,medium,non-vegetarian,maintain,Normal,maintain_Normal
34,Male,164.8,102.1,37.59,low,vegetarian,maintain,Obese,maintain_Obese
46,Male,182.3,76.5,23.02,high,vegan,lose,Normal,lose_Normal
27,Female,165.4,71.8,26.25,low,vegetarian,maintain,Overweight,maintain_Overweight
50,Male,171.1,54.7,18.68,low,vegan,gain,Normal,gain_Normal
49,Male,162.4,45.0,17.06,medium,non-vegetarian,gain,Underweight,gain_Underweight
30,Male,169.0,79.7,27.91,low,vegetarian,gain,Overweight,gain_Overweight
35,Female,160.2,93.6,36.47,high,vegan,gain,Obese,gain_Obese
39,Male,152.7,48.0,20.59,low,vegan,maintain,Normal,maintain_Normal
31,Male,167.2,85.7,30.66,medium,vegan,lose,Obese,lose_Obese
47,Male,181.8,63.1,19.09,high,non-vegetarian,gain,Normal,gain_Normal
32,Male,175.8,69.4,22.46,low,vegan,maintain,Normal,maintain_Normal
23,Male,163.3,83.3,31.24,high,non-vegetarian,gain,Obese,gain_Obese
32,Female,171.5,46.4,15.78,high,non-vegetarian,gain,Underweight,gain_Underweight
51,Male,179.8,90.7,28.06,high,vegan,lose,Overweight,lose_Overweight
48,Female,158.7,75.9,30.14,high,vegan,gain,Obese,gain_Obese
58,Male,169.9,73.9,25.6,high,vegetarian,maintain,Overweight,maintain_Overweight
44,Female,159.5,59.9,23.55,low,non-vegetarian,lose,Normal,lose_Normal
32,Male,164.7,87.6,32.29,medium,vegetarian,gain,Obese,gain_Obese
56,Male,170.4,64.4,22.18,low,non-vegetarian,maintain,Normal,maintain_Normal
58,Male,172.7,27.3,9.15,low,vegan,gain,Underweight,gain_Underweight
27,Male,176.5,43.9,14.09,medium,vegetarian,maintain,Underweight,maintain_Underweight
57,Male,161.4,53.2,20.42,high,vegetarian,lose,Normal,lose_Normal
49,Male,152.1,87.4,37.78,low,non-vegetarian,maintain,Obese,maintain_Obese
44,Female,160.3,75.2,29.27,medium,vegan,gain,Overweight,gain_Overweight
40,Male,164.5,77.2,28.53,low,vegan,maintain,Overweight,maintain_Overweight
53,Male,165.8,50.8,18.48,low,non-vegetarian,gain,Underweight,gain_Underweight
30,Male,175.0,62.6,20.44,low,non-vegetarian,lose,Normal,lose_Normal
24,Male,149.4,63.6,28.49,high,non-vegetarian,maintain,Overweight,maintain_Overweight
20,Female,180.0,82.8,25.56,medium,vegan,gain,Overweight,gain_Overweight
32,Female,161.5,64.8,24.84,medium,vegetarian,lose,Normal,lose_Normal
19,Male,161.8,101.2,38.66,medium,vegan,gain,Obese,gain_Obese
49,Male,168.8,76.5,26.85,low,vegetarian,maintain,Overweight,maintain_Overweight
53,Male,175.3,73.6,23.95,high,vegan,gain,Normal,gain_Normal
36,Female,162.4,67.1,25.44,low,vegetarian,lose,Overweight,lose_Overweight
52,Female,164.3,69.4,25.71,high,vegetarian,maintain,Overweight,maintain_Overweight
38,Male,172.3,70.8,23.85,low,vegan,maintain,Normal,maintain_Normal
31,Male,172.3,68.8,23.17,medium,non-vegetarian,lose,Normal,lose_Normal
21,Female,165.8,40.0,14.55,high,vegan,maintain,Underweight,maintain_Underweight
47,Male,174.2,75.2,24.78,low,non-vegetarian,lose,Normal,lose_Normal
57,Female,175.0,26.6,8.69,medium,vegetarian,lose,Underweight,lose_Underweight
34,Female,185.9,67.9,19.65,low,non-vegetarian,maintain,Normal,maintain_Normal
27,Female,176.1,54.4,17.54,high,vegan,maintain,Underweight,maintain_Underweight
46,Female,171.1,54.2,18.51,high,non-vegetarian,maintain,Normal,maintain_Normal
24,Male,158.8,98.7,39.14,low,vegan,gain,Obese,gain_Obese
58,Female,163.1,73.3,27.55,medium,non-vegetarian,gain,Overweight,gain_Overweight
30,Female,173.7,77.4,25.65,medium,vegan,lose,Overweight,lose_Overweight
25,Female,166.5,75.5,27.23,medium,vegan,gain,Overweight,gain_Overweight
41,Female,189.0,69.1,19.34,medium,vegetarian,gain,Normal,gain_Normal
31,Male,167.0,85.8,30.76,low,vegan,gain,Obese,gain_Obese
46,Male,176.1,87.8,28.31,low,vegetarian,gain,Overweight,gain_Overweight
55,Male,171.4,52.9,18.01,low,vegan,maintain,Underweight,maintain_Underweight
39,Male,181.3,52.8,16.06,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
27,Male,168.0,58.7,20.8,high,vegetarian,lose,Normal,lose_Normal
31,Male,164.4,74.9,27.71,medium,vegan,lose,Overweight,lose_Overweight
29,Male,168.2,76.3,26.97,low,non-vegetarian,maintain,Overweight,maintain_Overweight
57,Female,181.1,76.8,23.42,low,vegetarian,gain,Normal,gain_Normal
28,Female,162.6,84.5,31.96,low,vegetarian,maintain,Obese,maintain_Obese
36,Female,176.9,51.6,16.49,medium,non-vegetarian,lose,Underweight,lose_Underweight
49,Male,171.0,80.5,27.53,medium,vegan,gain,Overweight,gain_Overweight
57,Male,162.0,90.6,34.52,low,vegan,maintain,Obese,maintain_Obese
33,Female,163.5,71.9,26.9,high,vegetarian,maintain,Overweight,maintain_Overweight
39,Female,163.3,70.2,26.32,low,vegan,gain,Overweight,gain_Overweight
49,Male,154.0,48.4,20.41,medium,vegan,lose,Normal,lose_Normal
43,Male,180.9,57.3,17.51,high,vegetarian,lose,Underweight,lose_Underweight
19,Female,155.1,37.7,15.67,low,vegetarian,gain,Underweight,gain_Underweight
42,Female,158.6,50.2,19.96,medium,non-vegetarian,maintain,Normal,maintain_Normal
52,Female,181.4,85.1,25.86,low,non-vegetarian,lose,Overweight,lose_Overweight
43,Male,158.1,103.8,41.53,high,vegan,lose,Obese,lose_Obese
38,Male,174.8,65.1,21.31,medium,non-vegetarian,gain,Normal,gain_Normal
43,Male,140.0,104.4,53.27,high,non-vegetarian,maintain,Obese,maintain_Obese
26,Male,151.1,45.3,19.84,high,non-vegetarian,maintain,Normal,maintain_Normal
48,Male,175.2,106.6,34.73,high,non-vegetarian,lose,Obese,lose_Obese
51,Female,178.8,78.5,24.55,medium,vegetarian,maintain,Normal,maintain_Normal
59,Female,170.9,82.8,28.35,high,vegan,lose,Overweight,lose_Overweight
20,Male,172.6,74.2,24.91,high,vegetarian,gain,Normal,gain_Normal
24,Female,166.0,69.1,25.08,medium,vegetarian,gain,Overweight,gain_Overweight
19,Female,157.5,65.8,26.53,medium,vegan,lose,Overweight,lose_Overweight
45,Female,148.1,68.5,31.23,medium,non-vegetarian,maintain,Obese,maintain_Obese
28,Female,155.1,53.4,22.2,low,vegan,lose,Normal,lose_Normal
54,Male,166.8,90.9,32.67,high,non-vegetarian,maintain,Obese,maintain_Obese
46,Male,174.2,46.4,15.29,medium,non-vegetarian,gain,Underweight,gain_Underweight
42,Male,155.1,84.1,34.96,high,vegetarian,lose,Obese,lose_Obese
49,Male,155.2,66.6,27.65,medium,vegetarian,maintain,Overweight,maintain_Overweight
56,Female,170.5,55.5,19.09,medium,non-vegetarian,gain,Normal,gain_Normal
42,Female,166.1,50.0,18.12,low,vegan,maintain,Underweight,maintain_Underweight
55,Male,159.0,74.8,29.59,medium,vegetarian,maintain,Overweight,maintain_Overweight
31,Male,149.1,76.6,34.46,low,non-vegetarian,gain,Obese,gain_Obese
34,Female,164.8,78.3,28.83,high,vegetarian,gain,Overweight,gain_Overweight
58,Male,167.2,90.5,32.37,low,vegetarian,lose,Obese,lose_Obese
20,Female,166.3,63.6,23.0,low,non-vegetarian,gain,Normal,gain_Normal
18,Female,166.2,78.1,28.27,high,non-vegetarian,lose,Overweight,lose_Overweight
48,Male,165.5,70.6,25.78,high,vegetarian,maintain,Overweight,maintain_Overweight
49,Female,158.0,60.1,24.07,high,non-vegetarian,gain,Normal,gain_Normal
55,Male,151.0,96.2,42.19,medium,vegan,gain,Obese,gain_Obese
59,Female,152.6,59.6,25.59,high,vegetarian,gain,Overweight,gain_Overweight
59,Female,157.8,83.4,33.49,low,vegetarian,gain,Obese,gain_Obese
33,Female,162.1,88.7,33.76,high,non-vegetarian,maintain,Obese,maintain_Obese
34,Male,158.3,74.2,29.61,high,non-vegetarian,lose,Overweight,lose_Overweight
21,Male,156.6,102.2,41.67,high,non-vegetarian,gain,Obese,gain_Obese
31,Male,153.1,74.6,31.83,low,non-vegetarian,lose,Obese,lose_Obese
20,Male,171.3,76.2,25.97,high,vegetarian,maintain,Overweight,maintain_Overweight
37,Male,163.1,68.1,25.6,low,vegetarian,gain,Overweight,gain_Overweight
30,Male,165.4,67.8,24.78,low,non-vegetarian,maintain,Normal,maintain_Normal
53,Female,174.6,103.2,33.85,low,vegan,gain,Obese,gain_Obese
21,Male,159.4,49.5,19.48,medium,vegan,maintain,Normal,maintain_Normal
57,Female,164.1,108.7,40.37,low,vegetarian,gain,Obese,gain_Obese
27,Female,157.0,94.6,38.38,low,non-vegetarian,lose,Obese,lose_Obese
23,Male,181.8,61.7,18.67,low,vegan,maintain,Normal,maintain_Normal
40,Male,170.7,94.4,32.4,low,vegetarian,maintain,Obese,maintain_Obese
33,Male,161.2,66.9,25.75,medium,non-vegetarian,gain,Overweight,gain_Overweight
57,Male,159.2,54.8,21.62,high,non-vegetarian,gain,Normal,gain_Normal
45,Male,158.5,51.6,20.54,medium,non-vegetarian,lose,Normal,lose_Normal
28,Female,165.3,58.5,21.41,low,non-vegetarian,lose,Normal,lose_Normal
25,Male,167.3,46.7,16.68,high,vegan,maintain,Underweight,maintain_Underweight
23,Male,168.3,82.5,29.13,medium,non-vegetarian,lose,Overweight,lose_Overweight
41,Female,145.1,75.6,35.91,low,vegetarian,gain,Obese,gain_Obese
